Order Date,Order Number,Index,Item Name,Price,Quantity,Total
2019-05-10 09:55:40,158,2,Rice and Curry Egg,190,1,190
2019-05-10 09:55:45,159,9,Egg Biriyani,250,1,250
2019-05-10 10:32:12,160,8,Chicken Kottu,280,1,280
2019-05-10 10:34:03,161,4,Rice and Curry Chicken,200,3,600
2019-05-10 10:49:18,162,7,Egg Kottu,200,1,200
2019-05-10 11:01:11,163,9,Egg Biriyani,250,3,750
2019-05-10 11:11:18,164,8,Chicken Kottu,280,3,840
2019-05-10 11:36:43,165,5,Egg Rice,200,1,200
2019-05-10 11:45:47,166,6,Chicken Rice,320,1,320
2019-05-10 11:59:10,167,8,Chicken Kottu,280,1,280
2019-05-10 12:00:09,168,5,Egg Rice,200,1,200
2019-05-10 12:18:48,169,4,Rice and Curry Chicken,200,1,200
2019-05-10 12:23:45,170,8,Chicken Kottu,280,1,280
2019-05-10 12:30:01,171,7,Egg Kottu,200,2,400
2019-05-10 12:56:31,172,5,Egg Rice,200,1,200
2019-05-10 12:57:18,173,8,Chicken Kottu,280,1,280
2019-05-10 12:59:06,174,5,Egg Rice,200,2,400
2019-05-10 13:14:22,175,7,Egg Kottu,200,2,400
2019-05-10 13:16:57,176,6,Chicken Rice,320,1,320
2019-05-10 13:30:06,177,3,Rice and Curry Fish,200,1,200
2019-05-10 13:33:15,178,4,Rice and Curry Chicken,200,1,200
2019-05-10 13:33:21,179,4,Rice and Curry Chicken,200,1,200
2019-05-10 13:41:09,180,10,Chicken Biriyani,360,1,360
2019-05-10 13:50:29,181,4,Rice and Curry Chicken,200,1,200
2019-05-10 13:55:19,182,4,Rice and Curry Chicken,200,2,400
2019-05-10 14:19:34,183,4,Rice and Curry Chicken,200,2,400
2019-05-10 14:36:49,184,1,Rice and Curry Vegetable,170,2,340
2019-05-10 14:51:51,185,4,Rice and Curry Chicken,200,1,200
2019-05-10 15:35:47,186,5,Egg Rice,200,2,400
2019-05-10 15:40:33,187,2,Rice and Curry Egg,190,1,190
2019-05-10 15:42:31,188,7,Egg Kottu,200,3,600
2019-05-10 15:58:57,189,8,Chicken Kottu,280,2,560
2019-05-10 16:05:14,190,6,Chicken Rice,320,3,960
2019-05-10 16:18:57,191,3,Rice and Curry Fish,200,1,200
2019-05-10 16:24:48,192,7,Egg Kottu,200,1,200
2019-05-10 16:28:28,193,8,Chicken Kottu,280,1,280
2019-05-10 16:32:19,194,4,Rice and Curry Chicken,200,1,200
2019-05-10 16:54:03,195,8,Chicken Kottu,280,1,280
2019-05-10 16:57:39,196,5,Egg Rice,200,3,600
2019-05-10 17:00:52,197,3,Rice and Curry Fish,200,1,200
2019-05-10 17:01:50,198,6,Chicken Rice,320,1,320
2019-05-10 17:17:14,199,8,Chicken Kottu,280,2,560
2019-05-10 17:22:14,200,7,Egg Kottu,200,1,200
2019-05-10 17:30:34,201,8,Chicken Kottu,280,1,280
2019-05-10 17:58:33,202,6,Chicken Rice,320,2,640
2019-05-10 18:47:14,203,10,Chicken Biriyani,360,1,360
2019-05-10 19:04:41,204,7,Egg Kottu,200,3,600
2019-05-10 19:20:00,205,6,Chicken Rice,320,2,640
2019-05-10 19:24:15,206,9,Egg Biriyani,250,1,250
2019-05-10 19:35:11,207,6,Chicken Rice,320,3,960
2019-05-10 19:52:48,208,1,Rice and Curry Vegetable,170,1,170
2019-05-11 08:25:34,209,3,Rice and Curry Fish,200,3,600
2019-05-11 08:35:37,210,7,Egg Kottu,200,2,400
2019-05-11 08:53:58,211,9,Egg Biriyani,250,3,750
2019-05-11 08:58:34,212,6,Chicken Rice,320,1,320
2019-05-11 09:08:38,213,4,Rice and Curry Chicken,200,1,200
2019-05-11 09:38:51,214,8,Chicken Kottu,280,1,280
2019-05-11 09:42:24,215,4,Rice and Curry Chicken,200,2,400
2019-05-11 10:27:50,216,3,Rice and Curry Fish,200,1,200
2019-05-11 10:29:04,217,4,Rice and Curry Chicken,200,1,200
2019-05-11 10:34:03,218,10,Chicken Biriyani,360,1,360
2019-05-11 10:43:37,219,6,Chicken Rice,320,1,320
2019-05-11 11:16:41,220,5,Egg Rice,200,1,200
2019-05-11 11:28:49,221,5,Egg Rice,200,2,400
2019-05-11 12:08:51,222,3,Rice and Curry Fish,200,3,600
2019-05-11 12:13:53,223,6,Chicken Rice,320,3,960
2019-05-11 12:34:53,224,4,Rice and Curry Chicken,200,1,200
2019-05-11 12:55:05,225,5,Egg Rice,200,3,600
2019-05-11 13:32:07,226,4,Rice and Curry Chicken,200,2,400
2019-05-11 13:37:13,227,8,Chicken Kottu,280,3,840
2019-05-11 13:52:28,228,7,Egg Kottu,200,2,400
2019-05-11 14:05:19,229,7,Egg Kottu,200,3,600
2019-05-11 14:24:13,230,3,Rice and Curry Fish,200,3,600
2019-05-11 14:56:39,231,7,Egg Kottu,200,1,200
2019-05-11 14:58:55,232,2,Rice and Curry Egg,190,1,190
2019-05-11 15:25:53,233,1,Rice and Curry Vegetable,170,3,510
2019-05-11 15:33:08,234,1,Rice and Curry Vegetable,170,2,340
2019-05-11 15:37:20,235,5,Egg Rice,200,2,400
2019-05-11 15:44:36,236,7,Egg Kottu,200,2,400
2019-05-11 16:23:22,237,1,Rice and Curry Vegetable,170,3,510
2019-05-11 16:24:56,238,4,Rice and Curry Chicken,200,1,200
2019-05-11 16:34:35,239,5,Egg Rice,200,3,600
2019-05-11 17:16:28,240,7,Egg Kottu,200,2,400
2019-05-11 17:22:18,241,8,Chicken Kottu,280,2,560
2019-05-11 18:21:50,242,10,Chicken Biriyani,360,2,720
2019-05-11 18:22:33,243,6,Chicken Rice,320,2,640
2019-05-11 18:23:50,244,7,Egg Kottu,200,1,200
2019-05-11 18:46:17,245,4,Rice and Curry Chicken,200,1,200
2019-05-11 18:52:50,246,5,Egg Rice,200,2,400
2019-05-11 19:22:09,247,10,Chicken Biriyani,360,3,1080
2019-05-11 19:26:05,248,6,Chicken Rice,320,1,320
2019-05-11 19:41:22,249,7,Egg Kottu,200,1,200
2019-05-11 19:48:28,250,8,Chicken Kottu,280,1,280
2019-05-11 19:48:50,251,4,Rice and Curry Chicken,200,1,200
2019-05-11 19:54:34,252,4,Rice and Curry Chicken,200,2,400
2019-05-12 08:10:26,253,8,Chicken Kottu,280,1,280
2019-05-12 08:13:34,254,8,Chicken Kottu,280,2,560
2019-05-12 08:23:14,255,5,Egg Rice,200,3,600
2019-05-12 08:23:24,256,4,Rice and Curry Chicken,200,1,200
2019-05-12 08:32:13,257,8,Chicken Kottu,280,3,840
2019-05-12 08:35:29,258,4,Rice and Curry Chicken,200,3,600
2019-05-12 08:39:06,259,3,Rice and Curry Fish,200,2,400
2019-05-12 08:45:07,260,8,Chicken Kottu,280,2,560
2019-05-12 08:55:02,261,6,Chicken Rice,320,1,320
2019-05-12 09:43:51,262,6,Chicken Rice,320,1,320
2019-05-12 09:53:36,263,3,Rice and Curry Fish,200,2,400
2019-05-12 10:48:33,264,7,Egg Kottu,200,1,200
2019-05-12 10:55:31,265,8,Chicken Kottu,280,1,280
2019-05-12 11:47:46,266,6,Chicken Rice,320,3,960
2019-05-12 12:32:51,267,6,Chicken Rice,320,3,960
2019-05-12 12:34:21,268,7,Egg Kottu,200,1,200
2019-05-12 12:37:15,269,5,Egg Rice,200,3,600
2019-05-12 12:47:49,270,8,Chicken Kottu,280,1,280
2019-05-12 12:51:27,271,6,Chicken Rice,320,1,320
2019-05-12 12:57:15,272,5,Egg Rice,200,1,200
2019-05-12 13:04:56,273,4,Rice and Curry Chicken,200,2,400
2019-05-12 13:34:10,274,8,Chicken Kottu,280,2,560
2019-05-12 13:38:45,275,8,Chicken Kottu,280,2,560
2019-05-12 13:42:01,276,10,Chicken Biriyani,360,2,720
2019-05-12 14:07:41,277,8,Chicken Kottu,280,2,560
2019-05-12 14:07:41,278,1,Rice and Curry Vegetable,170,3,510
2019-05-12 14:26:06,279,5,Egg Rice,200,1,200
2019-05-12 14:28:55,280,5,Egg Rice,200,1,200
2019-05-12 14:40:22,281,7,Egg Kottu,200,1,200
2019-05-12 15:02:56,282,8,Chicken Kottu,280,1,280
2019-05-12 15:39:37,283,8,Chicken Kottu,280,3,840
2019-05-12 15:41:29,284,4,Rice and Curry Chicken,200,1,200
2019-05-12 15:57:32,285,5,Egg Rice,200,1,200
2019-05-12 16:00:03,286,4,Rice and Curry Chicken,200,1,200
2019-05-12 16:04:08,287,5,Egg Rice,200,1,200
2019-05-12 16:06:33,288,8,Chicken Kottu,280,2,560
2019-05-12 16:15:24,289,6,Chicken Rice,320,2,640
2019-05-12 17:02:37,290,2,Rice and Curry Egg,190,2,380
2019-05-12 17:50:34,291,7,Egg Kottu,200,3,600
2019-05-12 17:56:55,292,1,Rice and Curry Vegetable,170,3,510
2019-05-12 18:22:49,293,4,Rice and Curry Chicken,200,2,400
2019-05-12 18:52:50,294,8,Chicken Kottu,280,3,840
2019-05-12 19:09:39,295,1,Rice and Curry Vegetable,170,1,170
2019-05-12 19:12:05,296,4,Rice and Curry Chicken,200,2,400
2019-05-12 19:12:11,297,8,Chicken Kottu,280,1,280
2019-05-12 19:15:07,298,8,Chicken Kottu,280,1,280
2019-05-13 08:05:47,299,4,Rice and Curry Chicken,200,1,200
2019-05-13 08:19:35,300,4,Rice and Curry Chicken,200,2,400
2019-05-13 08:52:16,301,8,Chicken Kottu,280,2,560
2019-05-13 08:52:58,302,8,Chicken Kottu,280,1,280
2019-05-13 09:15:08,303,8,Chicken Kottu,280,3,840
2019-05-13 09:17:02,304,1,Rice and Curry Vegetable,170,1,170
2019-05-13 10:33:59,305,1,Rice and Curry Vegetable,170,2,340
2019-05-13 10:52:38,306,7,Egg Kottu,200,2,400
2019-05-13 10:55:35,307,3,Rice and Curry Fish,200,1,200
2019-05-13 11:27:50,308,5,Egg Rice,200,1,200
2019-05-13 11:27:55,309,8,Chicken Kottu,280,2,560
2019-05-13 11:33:26,310,10,Chicken Biriyani,360,1,360
2019-05-13 11:34:57,311,9,Egg Biriyani,250,1,250
2019-05-13 11:46:45,312,7,Egg Kottu,200,2,400
2019-05-13 11:53:13,313,2,Rice and Curry Egg,190,2,380
2019-05-13 12:06:43,314,9,Egg Biriyani,250,2,500
2019-05-13 12:32:48,315,8,Chicken Kottu,280,2,560
2019-05-13 12:43:17,316,5,Egg Rice,200,3,600
2019-05-13 12:48:36,317,10,Chicken Biriyani,360,1,360
2019-05-13 12:53:25,318,4,Rice and Curry Chicken,200,2,400
2019-05-13 13:03:55,319,10,Chicken Biriyani,360,3,1080
2019-05-13 13:20:05,320,6,Chicken Rice,320,2,640
2019-05-13 13:24:18,321,6,Chicken Rice,320,3,960
2019-05-13 13:33:24,322,10,Chicken Biriyani,360,1,360
2019-05-13 13:37:50,323,5,Egg Rice,200,3,600
2019-05-13 13:41:10,324,6,Chicken Rice,320,1,320
2019-05-13 13:48:19,325,2,Rice and Curry Egg,190,1,190
2019-05-13 13:56:58,326,2,Rice and Curry Egg,190,1,190
2019-05-13 14:12:07,327,4,Rice and Curry Chicken,200,1,200
2019-05-13 14:15:56,328,5,Egg Rice,200,3,600
2019-05-13 14:23:55,329,8,Chicken Kottu,280,1,280
2019-05-13 14:31:00,330,1,Rice and Curry Vegetable,170,1,170
2019-05-13 14:43:39,331,4,Rice and Curry Chicken,200,1,200
2019-05-13 15:06:43,332,5,Egg Rice,200,2,400
2019-05-13 15:21:33,333,8,Chicken Kottu,280,2,560
2019-05-13 16:00:52,334,5,Egg Rice,200,1,200
2019-05-13 16:06:46,335,10,Chicken Biriyani,360,1,360
2019-05-13 16:17:59,336,8,Chicken Kottu,280,1,280
2019-05-13 16:30:58,337,5,Egg Rice,200,2,400
2019-05-13 16:38:05,338,8,Chicken Kottu,280,2,560
2019-05-13 16:45:08,339,7,Egg Kottu,200,1,200
2019-05-13 16:48:50,340,4,Rice and Curry Chicken,200,2,400
2019-05-13 16:50:17,341,8,Chicken Kottu,280,1,280
2019-05-13 17:05:20,342,3,Rice and Curry Fish,200,2,400
2019-05-13 17:33:22,343,8,Chicken Kottu,280,1,280
2019-05-13 17:48:23,344,7,Egg Kottu,200,3,600
2019-05-13 18:00:41,345,5,Egg Rice,200,1,200
2019-05-13 18:29:16,346,10,Chicken Biriyani,360,2,720
2019-05-13 18:31:28,347,5,Egg Rice,200,1,200
2019-05-13 18:48:59,348,1,Rice and Curry Vegetable,170,3,510
2019-05-13 19:20:17,349,4,Rice and Curry Chicken,200,1,200
2019-05-13 19:22:05,350,10,Chicken Biriyani,360,2,720
2019-05-13 19:44:15,351,4,Rice and Curry Chicken,200,1,200
2019-05-14 08:29:41,352,6,Chicken Rice,320,1,320
2019-05-14 08:30:22,353,4,Rice and Curry Chicken,200,1,200
2019-05-14 08:35:55,354,3,Rice and Curry Fish,200,2,400
2019-05-14 08:41:40,355,10,Chicken Biriyani,360,2,720
2019-05-14 08:43:13,356,8,Chicken Kottu,280,1,280
2019-05-14 08:44:47,357,4,Rice and Curry Chicken,200,1,200
2019-05-14 09:08:59,358,4,Rice and Curry Chicken,200,1,200
2019-05-14 09:26:29,359,4,Rice and Curry Chicken,200,2,400
2019-05-14 09:38:26,360,4,Rice and Curry Chicken,200,1,200
2019-05-14 10:30:22,361,6,Chicken Rice,320,3,960
2019-05-14 11:31:19,362,6,Chicken Rice,320,2,640
2019-05-14 11:31:46,363,4,Rice and Curry Chicken,200,3,600
2019-05-14 11:59:20,364,1,Rice and Curry Vegetable,170,3,510
2019-05-14 12:20:39,365,4,Rice and Curry Chicken,200,1,200
2019-05-14 12:46:59,366,2,Rice and Curry Egg,190,3,570
2019-05-14 12:57:49,367,9,Egg Biriyani,250,2,500
2019-05-14 13:04:19,368,3,Rice and Curry Fish,200,1,200
2019-05-14 13:31:36,369,7,Egg Kottu,200,1,200
2019-05-14 13:32:47,370,8,Chicken Kottu,280,3,840
2019-05-14 13:39:58,371,3,Rice and Curry Fish,200,1,200
2019-05-14 13:46:15,372,6,Chicken Rice,320,2,640
2019-05-14 13:51:58,373,7,Egg Kottu,200,1,200
2019-05-14 13:57:16,374,2,Rice and Curry Egg,190,2,380
2019-05-14 14:07:29,375,4,Rice and Curry Chicken,200,1,200
2019-05-14 14:35:15,376,3,Rice and Curry Fish,200,2,400
2019-05-14 14:43:47,377,5,Egg Rice,200,3,600
2019-05-14 14:54:47,378,3,Rice and Curry Fish,200,1,200
2019-05-14 14:55:39,379,5,Egg Rice,200,1,200
2019-05-14 15:37:09,380,1,Rice and Curry Vegetable,170,2,340
2019-05-14 15:38:30,381,4,Rice and Curry Chicken,200,1,200
2019-05-14 15:42:26,382,6,Chicken Rice,320,1,320
2019-05-14 15:45:20,383,4,Rice and Curry Chicken,200,2,400
2019-05-14 16:12:33,384,4,Rice and Curry Chicken,200,1,200
2019-05-14 16:27:56,385,2,Rice and Curry Egg,190,1,190
2019-05-14 16:28:58,386,6,Chicken Rice,320,2,640
2019-05-14 16:37:35,387,4,Rice and Curry Chicken,200,1,200
2019-05-14 17:02:39,388,7,Egg Kottu,200,1,200
2019-05-14 17:09:47,389,3,Rice and Curry Fish,200,1,200
2019-05-14 17:12:39,390,4,Rice and Curry Chicken,200,2,400
2019-05-14 17:24:13,391,4,Rice and Curry Chicken,200,3,600
2019-05-14 18:01:23,392,8,Chicken Kottu,280,1,280
2019-05-14 18:07:56,393,6,Chicken Rice,320,1,320
2019-05-14 18:24:15,394,8,Chicken Kottu,280,1,280
2019-05-14 18:24:53,395,4,Rice and Curry Chicken,200,2,400
2019-05-14 18:34:16,396,4,Rice and Curry Chicken,200,1,200
2019-05-14 18:37:40,397,8,Chicken Kottu,280,3,840
2019-05-14 18:38:11,398,4,Rice and Curry Chicken,200,3,600
2019-05-14 18:45:13,399,3,Rice and Curry Fish,200,2,400
2019-05-14 18:47:39,400,10,Chicken Biriyani,360,1,360
2019-05-14 19:02:42,401,6,Chicken Rice,320,3,960
2019-05-14 19:15:17,402,6,Chicken Rice,320,3,960
2019-05-14 19:35:15,403,7,Egg Kottu,200,1,200
2019-05-14 19:46:24,404,9,Egg Biriyani,250,1,250
2019-05-14 19:59:34,405,6,Chicken Rice,320,1,320
2019-05-15 08:13:00,406,5,Egg Rice,200,3,600
2019-05-15 08:26:28,407,8,Chicken Kottu,280,1,280
2019-05-15 08:40:01,408,6,Chicken Rice,320,2,640
2019-05-15 08:42:29,409,10,Chicken Biriyani,360,1,360
2019-05-15 08:47:25,410,8,Chicken Kottu,280,1,280
2019-05-15 09:07:22,411,8,Chicken Kottu,280,1,280
2019-05-15 09:12:49,412,9,Egg Biriyani,250,1,250
2019-05-15 09:20:00,413,4,Rice and Curry Chicken,200,1,200
2019-05-15 09:25:52,414,7,Egg Kottu,200,3,600
2019-05-15 09:26:50,415,3,Rice and Curry Fish,200,1,200
2019-05-15 09:49:25,416,4,Rice and Curry Chicken,200,2,400
2019-05-15 10:25:13,417,5,Egg Rice,200,1,200
2019-05-15 10:27:58,418,6,Chicken Rice,320,1,320
2019-05-15 10:29:59,419,6,Chicken Rice,320,3,960
2019-05-15 10:53:01,420,6,Chicken Rice,320,1,320
2019-05-15 11:09:43,421,9,Egg Biriyani,250,1,250
2019-05-15 11:17:03,422,4,Rice and Curry Chicken,200,1,200
2019-05-15 11:34:02,423,1,Rice and Curry Vegetable,170,2,340
2019-05-15 12:04:27,424,5,Egg Rice,200,2,400
2019-05-15 12:06:50,425,6,Chicken Rice,320,1,320
2019-05-15 12:16:38,426,5,Egg Rice,200,1,200
2019-05-15 12:18:26,427,8,Chicken Kottu,280,1,280
